INDEX,TYPE,URL,PATH0,TIME0,PATH1,TIME1
34,HTTP2,https://172.17.90.8:8000,https://172.17.90.8:8000/,46,https://172.17.90.8:8000/image,877

34,QUIC,https://52.15.197.199:8001,/,187,/image,205

34,QUIC,https://172.17.90.8:8001,/,30,/image,1061

35,HTTP2,https://52.15.197.199:8000,https://52.15.197.199:8000/,784,https://52.15.197.199:8000/image,1212

35,HTTP2,https://172.17.90.8:8000,https://172.17.90.8:8000/,108,https://172.17.90.8:8000/image,893

35,QUIC,https://52.15.197.199:8001,/,220,/image,200

35,QUIC,https://172.17.90.8:8001,/,15,/image,1154

36,HTTP2,https://52.15.197.199:8000,https://52.15.197.199:8000/,769,https://52.15.197.199:8000/image,1191

36,HTTP2,https://172.17.90.8:8000,https://172.17.90.8:8000/,103,https://172.17.90.8:8000/image,880

36,QUIC,https://52.15.197.199:8001,/,203,/image,193

36,QUIC,https://172.17.90.8:8001,/,15,/image,1042

37,HTTP2,https://52.15.197.199:8000,https://52.15.197.199:8000/,817,https://52.15.197.199:8000/image,1255

37,HTTP2,https://172.17.90.8:8000,https://172.17.90.8:8000/,64,https://172.17.90.8:8000/image,851

37,QUIC,https://52.15.197.199:8001,/,203,/image,203

37,QUIC,https://172.17.90.8:8001,/,15,/image,1134

38,HTTP2,https://52.15.197.199:8000,https://52.15.197.199:8000/,803,https://52.15.197.199:8000/image,1224

38,HTTP2,https://172.17.90.8:8000,https://172.17.90.8:8000/,78,https://172.17.90.8:8000/image,859

38,QUIC,https://52.15.197.199:8001,/,187,/image,203

38,QUIC,https://172.17.90.8:8001,/,31,/image,1095

39,HTTP2,https://52.15.197.199:8000,https://52.15.197.199:8000/,801,https://52.15.197.199:8000/image,1241

39,HTTP2,https://172.17.90.8:8000,https://172.17.90.8:8000/,93,https://172.17.90.8:8000/image,875

39,QUIC,https://52.15.197.199:8001,/,204,/image,187

39,QUIC,https://172.17.90.8:8001,/,15,/image,1069

40,HTTP2,https://52.15.197.199:8000,https://52.15.197.199:8000/,808,https://52.15.197.199:8000/image,1244

40,HTTP2,https://172.17.90.8:8000,https://172.17.90.8:8000/,15,https://172.17.90.8:8000/image,813

40,QUIC,https://52.15.197.199:8001,/,207,/image,187

40,QUIC,https://172.17.90.8:8001,/,31,/image,1128

41,HTTP2,https://52.15.197.199:8000,https://52.15.197.199:8000/,792,https://52.15.197.199:8000/image,1218

41,HTTP2,https://172.17.90.8:8000,https://172.17.90.8:8000/,108,https://172.17.90.8:8000/image,894

41,QUIC,https://52.15.197.199:8001,/,206,/image,203

41,QUIC,https://172.17.90.8:8001,/,15,/image,1114

42,HTTP2,https://52.15.197.199:8000,https://52.15.197.199:8000/,787,https://52.15.197.199:8000/image,1217

42,HTTP2,https://172.17.90.8:8000,https://172.17.90.8:8000/,61,https://172.17.90.8:8000/image,848

42,QUIC,https://52.15.197.199:8001,/,187,/image,203

42,QUIC,https://172.17.90.8:8001,/,31,/image,1335

43,HTTP2,https://52.15.197.199:8000,https://52.15.197.199:8000/,821,https://52.15.197.199:8000/image,1247

43,HTTP2,https://172.17.90.8:8000,https://172.17.90.8:8000/,46,https://172.17.90.8:8000/image,834

43,QUIC,https://52.15.197.199:8001,/,203,/image,187

43,QUIC,https://172.17.90.8:8001,/,31,/image,876

44,HTTP2,https://52.15.197.199:8000,https://52.15.197.199:8000/,778,https://52.15.197.199:8000/image,1219

44,HTTP2,https://172.17.90.8:8000,https://172.17.90.8:8000/,15,https://172.17.90.8:8000/image,799

44,QUIC,https://52.15.197.199:8001,/,203,/image,187

44,QUIC,https://172.17.90.8:8001,/,15,/image,1162

45,HTTP2,https://52.15.197.199:8000,https://52.15.197.199:8000/,791,https://52.15.197.199:8000/image,1244

45,HTTP2,https://172.17.90.8:8000,https://172.17.90.8:8000/,15,https://172.17.90.8:8000/image,799

45,QUIC,https://52.15.197.199:8001,/,187,/image,203

45,QUIC,https://172.17.90.8:8001,/,31,/image,898

46,HTTP2,https://52.15.197.199:8000,https://52.15.197.199:8000/,781,https://52.15.197.199:8000/image,1216

46,HTTP2,https://172.17.90.8:8000,https://172.17.90.8:8000/,6,https://172.17.90.8:8000/image,802

46,QUIC,https://52.15.197.199:8001,/,187,/image,187

46,QUIC,https://172.17.90.8:8001,/,32,/image,1083

47,HTTP2,https://52.15.197.199:8000,https://52.15.197.199:8000/,769,https://52.15.197.199:8000/image,1191

47,HTTP2,https://172.17.90.8:8000,https://172.17.90.8:8000/,15,https://172.17.90.8:8000/image,810

47,QUIC,https://52.15.197.199:8001,/,187,/image,203

47,QUIC,https://172.17.90.8:8001,/,31,/image,1088

48,HTTP2,https://52.15.197.199:8000,https://52.15.197.199:8000/,780,https://52.15.197.199:8000/image,1202

48,HTTP2,https://172.17.90.8:8000,https://172.17.90.8:8000/,93,https://172.17.90.8:8000/image,872

48,QUIC,https://52.15.197.199:8001,/,208,/image,194

48,QUIC,https://172.17.90.8:8001,/,31,/image,1114

49,HTTP2,https://52.15.197.199:8000,https://52.15.197.199:8000/,817,https://52.15.197.199:8000/image,1255

49,HTTP2,https://172.17.90.8:8000,https://172.17.90.8:8000/,15,https://172.17.90.8:8000/image,791

49,QUIC,https://52.15.197.199:8001,/,218,/image,203

49,QUIC,https://172.17.90.8:8001,/,31,/image,1130
